gallery_idx,album_label,nn_distance,album_image_count
424,165,0.94702,5
425,724,0.958956,2
426,708,0.957029,2
427,173,0.946236,10
428,812,0.949425,3
429,202,0.965358,8
430,844,0.93794,2
431,286,0.90901,23
432,841,0.930918,3
433,127,0.909233,3
434,748,0.947222,2
435,81,0.94204,39
436,725,0.946541,2
437,672,0.93464,18
438,187,0.938621,35
439,372,0.954124,2
440,375,0.943539,2
441,566,0.948542,35
442,145,0.939253,2
443,92,0.963544,4
444,253,0.913281,3
445,547,0.947363,2
446,340,0.925601,8
447,709,0.921526,4
448,246,0.96013,5
449,15,0.961218,12
450,642,0.958757,30
451,137,0.964332,2
452,727,0.928237,2
453,736,0.955128,2
454,24,0.961397,13
455,682,0.948736,6
456,283,0.965372,3
457,744,0.956609,3
458,492,0.957794,2
459,427,0.964244,2
460,588,0.967837,2
461,471,0.953036,19
462,391,0.931192,2
463,89,0.951617,6
464,673,0.961397,3
465,297,0.93988,4
466,635,0.964541,3
467,96,0.964552,2
468,418,0.970679,2
469,484,0.968351,2
470,733,0.964164,2
471,753,0.952611,2
472,358,0.953429,3
473,121,0.965449,7
474,343,0.96307,2
475,461,0.970679,2
476,299,0.964552,2
477,140,0.966567,2
478,581,0.968545,2
479,583,0.9498,2
480,126,0.966919,2
481,460,0.956905,2
482,294,0.95294,4
483,381,0.964929,19
484,663,0.937324,6
485,12,0.961482,14
486,70,0.919259,3
487,787,0.962997,34
488,648,0.962997,2
489,468,0.96364,15
490,848,0.940774,2
491,614,0.964381,4
492,290,0.966163,4
493,690,0.962295,2
494,808,0.96229,19
495,544,0.979122,14
496,150,0.924323,4
497,498,0.955447,2
498,0,0.959222,3
499,211,0.961387,15
500,539,0.966126,26
501,132,0.963841,19
502,823,0.948737,4
503,42,0.939843,8
504,773,0.999545,3
505,615,0.94395,5
506,269,0.999545,2
507,378,0.939436,2
508,61,0.966126,3
509,116,0.950993,3
510,606,0.95212,7
511,156,0.950018,5
512,382,0.967549,2
513,824,0.945869,2
514,5,0.940102,2
515,742,0.942064,2
516,45,0.962813,6
517,765,0.921213,3
518,506,0.943909,12
519,94,0.963213,14
520,208,0.925045,10
521,586,0.891068,2
522,245,0.938584,13
523,464,0.969531,8
524,157,0.967944,2
525,203,0.940055,4
526,346,0.928379,4
527,643,0.947779,18
528,796,0.950839,2
529,330,0.938829,2
530,312,0.958589,2
531,119,0.954707,2
532,767,0.958092,26
533,482,0.951816,4
534,676,0.952458,6
535,180,0.996019,2
536,512,0.996019,4
537,55,0.956553,9
538,113,0.972362,10
539,401,0.909557,5
540,811,0.940523,4
541,425,0.959741,9
542,200,0.961683,3
543,85,0.963795,2
544,224,0.961387,2
545,632,0.972362,2
546,54,0.966766,2
547,77,0.957263,2
548,383,0.958971,13
549,728,1.000005,38
550,10,0.945744,9
551,153,0.93464,2
552,519,0.938716,2
553,749,0.940319,2
554,350,0.940799,4
555,104,0.91508,3
556,790,0.960798,24
557,259,0.909675,3
558,835,0.922557,35
559,572,1.000005,2
560,822,0.930918,2
561,458,0.888021,2
562,466,0.963841,31
563,347,0.934089,4
564,400,0.958293,9
565,543,0.9559,3
566,369,0.967819,2
567,459,0.947973,3
568,845,0.950518,8
569,76,0.969594,3
570,608,0.935329,29
571,345,0.967289,2
572,149,0.958903,3
573,579,0.956128,17
574,502,0.953507,5
575,659,0.953828,25
576,114,0.959753,2
577,29,0.947853,33
578,258,0.965831,18
579,396,0.948116,2
580,110,0.970619,2
581,265,0.944378,3
582,445,0.954121,9
583,578,0.947032,6
584,166,0.909952,17
585,4,0.938613,2
586,370,0.961051,14
587,536,0.961051,2
588,843,0.986791,3
589,730,0.986791,20
590,2,0.959795,21
591,50,0.953191,2
592,505,0.913776,4
593,741,0.924518,2
594,551,0.965031,7
595,500,0.940721,3
596,467,0.942881,6
597,718,0.976519,3
598,558,0.978349,3
599,525,0.958757,2
600,585,0.992144,8
601,511,0.992144,7
602,554,0.937762,9
603,564,0.969143,2
604,243,0.93927,3
605,766,0.941909,2
606,633,0.953302,2
607,577,0.95996,2
608,175,0.924488,2
609,296,0.954843,3
610,779,0.950453,2
611,654,0.94707,2
612,333,0.932999,10
613,292,0.94023,2
614,161,0.942628,2
615,509,0.929821,2
616,318,0.93208,2
617,561,0.952474,2
618,815,0.953604,2
619,444,0.947616,5
620,837,0.957021,4
621,56,0.95292,2
622,218,0.956974,14
623,242,0.944486,2
624,800,0.952879,4
625,325,0.950853,6
626,373,0.942388,2
627,538,0.950846,16
628,764,0.903532,6
629,138,0.958323,6
630,810,0.955275,4
631,210,0.955798,6
632,457,0.965667,2
633,230,0.964736,2
634,62,0.943401,4
635,364,0.964643,2
636,184,0.925556,2
637,263,0.958627,2
638,328,0.949367,2
