gallery_idx,album_label,nn_distance,album_image_count
815,129,0.412327,3
816,807,0.451971,2
817,611,0.644221,3
818,716,0.473527,3
819,115,0.521354,9
820,829,0.660682,3
821,384,0.55415,4
822,387,0.567825,2
823,479,0.638568,4
824,386,0.497033,4
825,570,0.467323,3
826,79,0.491529,3
827,222,0.920114,2
828,590,0.638568,3
829,288,0.482443,2
830,697,0.465367,5
831,131,0.503266,3
832,409,0.83929,3
833,594,0.83929,2
834,621,0.604734,2
835,722,0.74661,2
836,317,0.602074,3
837,298,0.920114,2
838,702,0.860202,8
839,403,0.937201,2
840,791,0.628363,2
841,374,0.594319,2
842,229,0.483324,3
843,665,0.604209,6
844,711,0.291592,2
845,103,0.607183,2
846,720,0.478997,15
847,847,0.59373,3
848,122,0.549014,4
849,311,0.65123,3
850,277,0.667535,2
851,474,0.440907,9
852,338,0.536395,3
853,236,0.942153,13
854,496,0.942153,3
